,Year,Month,Departure station,Arrival station,Average travel time (min),Number of expected circulations,Number of cancelled trains,Number of trains late on arrival,Average delay of late arriving trains (min),Average delay of all arriving trains (min),Number of late trains > 15min,Average train delay > 15min,Number of late trains > 30min,Number of late trains > 60min,Delay due to external causes,Delay due to railway infrastructure,Delay due to traffic management,Delay due to rolling stock,Delay due to station management and reuse of material,Delay due to travellers taken into account
7070,2020,4,PARIS MONTPARNASSE,LE MANS,54.9032258065,60,29,31,15.0005376344,15.0005376344,13,21.791025641,1,0,6.666666666669999,93.3333333333,0.0,0.0,0.0,0.0
7071,2020,4,PARIS MONTPARNASSE,NANTES,144.484848485,67,34,14,17.7369047619,9.59343434343,9,21.0148148148,0,0,7.1428571428600005,92.8571428571,0.0,0.0,0.0,0.0
7072,2020,4,POITIERS,PARIS MONTPARNASSE,77.48,50,25,24,15.7208333333,15.3046666667,7,28.2071428571,3,0,0.0,100.0,0.0,0.0,0.0,0.0
7074,2020,4,PARIS MONTPARNASSE,TOULOUSE MATABIAU,251.85,29,9,8,20.075,12.3925,8,20.075,1,0,0.0,100.0,0.0,0.0,0.0,0.0
7081,2020,4,DIJON VILLE,PARIS LYON,102.928571429,50,22,9,20.5666666667,7.18988095238,6,24.5472222222,2,0,0.0,44.4444444444,0.0,22.2222222222,11.1111111111,22.2222222222
7082,2020,4,PARIS LYON,LYON PART DIEU,132.723404255,75,28,4,14.6333333333,3.49609929078,1,21.6333333333,0,0,0.0,0.0,0.0,0.0,0.0,100.0
7090,2020,1,ANGOULEME,PARIS MONTPARNASSE,124.953917051,229,12,44,23.4306818182,6.64700460829,29,29.6212643678,7,3,18.1818181818,61.36363636360001,13.6363636364,2.27272727273,2.27272727273,2.27272727273
7091,2020,1,PARIS MONTPARNASSE,BREST,222.340540541,199,14,10,25.1,2.41621621622,10,25.1,3,0,30.0,30.0,10.0,10.0,20.0,0.0
7092,2020,1,BREST,PARIS MONTPARNASSE,228.965517241,215,12,19,44.55,6.413136289,19,44.55,8,4,21.0526315789,42.10526315790001,5.26315789474,10.5263157895,10.5263157895,10.5263157895
7093,2020,1,NANTES,PARIS MONTPARNASSE,139.82380952399998,443,23,48,26.4246527778,4.37996031746,31,34.397311828,14,4,26.0869565217,34.7826086957,13.0434782609,19.565217391300003,6.521739130429999,0.0
7094,2020,1,PARIS MONTPARNASSE,ST MALO,154.597222222,78,6,5,32.376666666700004,1.9212962963,5,32.376666666700004,2,0,40.0,20.0,0.0,20.0,20.0,0.0
7095,2020,1,TOULOUSE MATABIAU,PARIS MONTPARNASSE,269.024193548,131,7,21,71.4873015873,15.4241935484,21,71.4873015873,9,5,19.0476190476,71.4285714286,4.7619047619,4.7619047619,0.0,0.0
7096,2020,1,RENNES,LYON PART DIEU,235.418181818,58,3,2,26.35,1.70818181818,2,26.35,1,0,50.0,0.0,50.0,0.0,0.0,0.0
7097,2020,1,LYON PART DIEU,RENNES,239.87037037,58,4,5,68.85,7.76543209877,5,68.85,2,1,40.0,20.0,20.0,0.0,20.0,0.0
7098,2020,1,PARIS EST,METZ,84.84555984560001,271,12,25,17.0673333333,1.71583011583,9,33.1444444444,5,1,8.69565217391,26.0869565217,39.130434782600005,26.0869565217,0.0,0.0
7099,2020,1,NANCY,PARIS EST,95.7450199203,268,17,21,36.3555555556,3.31268260292,10,62.7583333333,6,3,4.7619047619,33.333333333300004,33.333333333300004,28.5714285714,0.0,0.0
7100,2020,1,NANTES,STRASBOURG,319.217391304,25,2,1,17.35,3.76811594203,1,17.35,0,0,0.0,0.0,0.0,100.0,0.0,0.0
7101,2020,1,ARRAS,PARIS NORD,56.3625498008,277,26,126,17.4202380952,9.71248339973,37,39.2662162162,16,7,5.69105691057,52.8455284553,19.512195122,6.5040650406500005,12.1951219512,3.25203252033
7102,2020,1,LILLE,MARSEILLE ST CHARLES,295.222891566,177,11,23,35.0275362319,7.09477911647,23,35.0275362319,9,5,21.7391304348,21.7391304348,26.0869565217,21.7391304348,4.3478260869600005,4.3478260869600005
7103,2020,1,LYON PART DIEU,MARNE LA VALLEE,109.955307263,196,17,30,25.2211111111,4.8447858473,22,29.9340909091,7,2,31.034482758600006,13.7931034483,24.1379310345,10.3448275862,20.6896551724,0.0
7104,2020,1,MARNE LA VALLEE,LYON PART DIEU,108.939130435,251,21,57,27.4298245614,8.02992753623,34,37.6004901961,16,4,16.071428571400002,37.5,16.071428571400002,19.6428571429,8.928571428569997,1.78571428571
7105,2020,1,MARSEILLE ST CHARLES,MARNE LA VALLEE,210.371727749,201,10,24,32.5090277778,5.49842931937,24,32.5090277778,8,3,29.1666666667,16.6666666667,29.1666666667,8.333333333330001,12.5,4.16666666667
7106,2020,1,PARIS LYON,AVIGNON TGV,166.556231003,336,7,31,33.9677419355,3.47857142857,22,43.11893939390001,12,4,25.8064516129,3.22580645161,12.903225806499998,45.1612903226,12.903225806499998,0.0
7107,2020,1,PARIS LYON,BELLEGARDE (AIN),163.931034483,184,10,20,32.3475,5.52701149425,19,33.4026315789,11,1,25.0,10.0,10.0,45.0,5.0,5.0
7108,2020,1,PARIS LYON,BESANCON FRANCHE COMTE TGV,129.969465649,139,8,14,22.5952380952,3.5760814249400004,9,27.9407407407,3,1,35.7142857143,21.4285714286,21.4285714286,21.4285714286,0.0,0.0
7109,2020,1,PARIS LYON,CHAMBERY CHALLES LES EAUX,182.914285714,185,10,18,29.3907407407,3.65819047619,14,34.023809523800004,6,3,17.6470588235,29.4117647059,17.6470588235,35.29411764709999,0.0,0.0
7110,2020,1,CHAMBERY CHALLES LES EAUX,PARIS LYON,190.950276243,191,10,40,28.1791666667,7.22817679558,35,30.500952381,16,1,12.8205128205,20.5128205128,48.7179487179,2.5641025641,10.2564102564,5.128205128209999
7111,2020,1,DIJON VILLE,PARIS LYON,99.2636655949,326,15,32,22.4302083333,2.24255091104,14,35.3321428571,4,2,38.7096774194,12.903225806499998,32.2580645161,9.67741935484,3.22580645161,3.22580645161
7112,2020,1,PARIS LYON,LE CREUSOT MONTCEAU MONTCHANIN,80.4463276836,181,4,11,12.1621212121,0.491525423729,3,24.4222222222,1,0,18.1818181818,27.2727272727,9.09090909091,36.3636363636,9.09090909091,0.0
7113,2020,1,PARIS LYON,LYON PART DIEU,120.264258555,544,18,17,27.262745098000003,0.319645120406,13,31.7730769231,5,2,23.5294117647,29.4117647059,5.8823529411800015,23.5294117647,11.7647058824,5.8823529411800015
7114,2020,1,PARIS LYON,MULHOUSE VILLE,169.74576271200002,249,13,37,35.0698198198,6.82344632768,29,41.4166666667,14,7,16.2162162162,27.027027027,18.9189189189,32.4324324324,2.7027027027000003,2.7027027027000003
7115,2020,1,PARIS LYON,NIMES,180.01156069400002,180,7,18,47.3972222222,6.54267822736,17,49.462745098,10,4,22.2222222222,5.555555555560001,11.1111111111,55.5555555556,5.555555555560001,0.0
7116,2020,1,PERPIGNAN,PARIS LYON,312.088,132,7,19,61.724561403500005,9.56173333333,19,61.724561403500005,11,8,36.8421052632,10.5263157895,21.0526315789,21.0526315789,5.26315789474,5.26315789474
7117,2020,1,PARIS LYON,SAINT ETIENNE CHATEAUCREUX,169.84210526299998,61,4,3,50.6,5.14035087719,3,50.6,3,1,0.0,33.333333333300004,0.0,33.333333333300004,33.333333333300004,0.0
7118,2020,1,SAINT ETIENNE CHATEAUCREUX,PARIS LYON,167.83636363600002,59,4,10,19.62,4.86393939394,4,31.0625,2,0,0.0,30.0,50.0,10.0,10.0,0.0
7119,2020,1,VALENCE ALIXAN TGV,PARIS LYON,134.81496063,267,13,50,41.5373333333,7.87322834646,41,48.1012195122,17,9,28.000000000000004,20.0,22.0,20.0,8.0,2.0
7120,2020,1,GENEVE,PARIS LYON,189.583892617,157,8,8,43.48125,2.52035794183,7,48.3523809524,4,1,62.5,25.0,0.0,12.5,0.0,0.0
7121,2020,3,PARIS MONTPARNASSE,BREST,220.993006993,160,17,16,38.1875,5.1958041958,16,38.1875,10,1,50.0,31.25,6.25,6.25,6.25,0.0
7122,2020,3,PARIS MONTPARNASSE,NANTES,138.082236842,338,34,91,32.193040293,10.3762061404,68,38.8257352941,35,10,65.55555555560001,14.4444444444,8.88888888889,5.555555555560001,4.44444444444,1.11111111111
7123,2020,3,PARIS MONTPARNASSE,POITIERS,94.5430463576,335,33,44,19.5534090909,4.62483443709,20,31.1083333333,8,2,12.1951219512,29.2682926829,21.9512195122,24.3902439024,9.75609756098,2.43902439024
7124,2020,3,TOULOUSE MATABIAU,PARIS MONTPARNASSE,271.941176471,94,9,9,35.7111111111,6.87549019608,9,43.3033333333,6,3,44.4444444444,33.333333333300004,0.0,22.2222222222,0.0,0.0
7125,2020,3,PARIS MONTPARNASSE,TOURS,72.7345132743,123,10,12,22.3930555556,2.85088495575,5,41.7933333333,3,1,18.1818181818,18.1818181818,27.2727272727,36.3636363636,0.0,0.0
7126,2020,3,TOURS,PARIS MONTPARNASSE,76.1789473684,106,11,14,14.3642857143,2.99280701754,5,25.58,2,0,18.1818181818,36.3636363636,36.3636363636,0.0,9.09090909091,0.0
7127,2020,3,NANCY,PARIS EST,95.8032786885,205,22,16,30.38125,3.36967213115,11,38.9590909091,5,2,43.75,12.5,18.75,12.5,12.5,0.0
7128,2020,3,PARIS EST,REIMS,46.052238806000005,148,14,17,21.3666666667,2.99987562189,7,36.4261904762,3,1,31.25,6.25,25.0,31.25,6.25,0.0
7129,2020,3,PARIS NORD,DUNKERQUE,131.068965517,101,14,5,47.2,2.42528735632,4,55.5,3,1,60.0,0.0,0.0,40.0,0.0,0.0
7130,2020,3,DUNKERQUE,PARIS NORD,136.885057471,101,14,14,13.7511904762,3.83352490421,3,20.85,0,0,7.1428571428600005,64.2857142857,7.1428571428600005,7.1428571428600005,14.2857142857,0.0
7131,2020,3,LILLE,PARIS NORD,72.734870317,386,39,89,12.3393258427,3.95600384246,17,26.6460784314,5,0,7.1428571428600005,48.8095238095,20.2380952381,7.1428571428600005,11.9047619048,4.7619047619
7132,2020,3,LILLE,MARSEILLE ST CHARLES,298.180952381,117,12,20,53.0266666667,11.013968254000002,20,53.0266666667,10,4,10.0,45.0,10.0,20.0,10.0,5.0
7133,2020,3,PARIS LYON,BELLEGARDE (AIN),163.578231293,162,15,28,29.647619047600003,7.378684807260001,22,34.3356060606,9,4,0.0,64.2857142857,10.7142857143,17.8571428571,3.5714285714300003,3.5714285714300003
7134,2020,3,LYON PART DIEU,PARIS LYON,120.0,403,31,48,34.3333333333,4.60336021505,33,44.4924242424,20,5,12.5,37.5,6.25,12.5,10.4166666667,20.8333333333
7135,2020,3,PARIS LYON,NICE VILLE,360.816091954,95,8,9,42.4666666667,5.47222222222,9,42.4666666667,7,2,33.333333333300004,55.5555555556,0.0,11.1111111111,0.0,0.0
7136,2020,3,PARIS LYON,TOULON,247.12037037,119,11,16,45.9510416667,9.40416666667,16,45.9510416667,11,3,25.0,50.0,0.0,18.75,6.25,0.0
7137,2020,3,TOULON,PARIS LYON,248.754098361,132,10,9,55.75,4.88702185792,9,55.75,6,3,33.333333333300004,33.333333333300004,22.2222222222,11.1111111111,0.0,0.0
7138,2020,3,VALENCE ALIXAN TGV,PARIS LYON,134.602094241,208,17,27,30.4024691358,4.37958115183,22,34.5416666667,10,4,34.615384615400004,19.2307692308,15.3846153846,19.2307692308,7.692307692310001,3.84615384615
7139,2020,3,GENEVE,PARIS LYON,193.08041958,153,10,29,38.0218390805,8.67564102564,24,42.9246666667,18,3,0.0,72.41379310340001,13.7931034483,10.3448275862,0.0,3.44827586207
7140,2020,3,PARIS LYON,ZURICH,219.047169811,113,7,29,31.6505747126,11.5545597484,29,34.6233333333,15,3,5.26315789474,10.5263157895,26.3157894737,47.368421052600006,10.5263157895,0.0
7143,2020,4,PARIS MONTPARNASSE,BORDEAUX ST JEAN,153.89189189200002,92,55,20,22.6766666667,15.25,15,25.1588235294,3,0,5.555555555560001,94.4444444444,0.0,0.0,0.0,0.0
7144,2020,4,PARIS MONTPARNASSE,BREST,219.947368421,37,18,2,58.0,5.89473684211,2,58.0,1,1,0.0,100.0,0.0,0.0,0.0,0.0
7145,2020,4,BREST,PARIS MONTPARNASSE,242.25,30,14,1,16.5,7.22604166667,1,16.5,0,0,0.0,100.0,0.0,0.0,0.0,0.0
7146,2020,4,NANTES,PARIS MONTPARNASSE,147.444444444,79,34,22,14.3242424242,11.2025925926,8,18.925,1,0,0.0,100.0,0.0,0.0,0.0,0.0
7147,2020,4,PARIS MONTPARNASSE,RENNES,105.795918367,108,59,23,13.2826086957,12.9727891156,12,40.1083333333,2,2,15.7894736842,78.9473684211,0.0,0.0,0.0,5.26315789474
7149,2020,4,ST PIERRE DES CORPS,PARIS MONTPARNASSE,49.625,37,29,8,24.7958333333,24.7958333333,6,30.4,3,0,0.0,100.0,0.0,0.0,0.0,0.0
7153,2020,4,PARIS NORD,ARRAS,56.4565217391,86,40,9,9.53148148148,1.7880434782599997,1,20.0333333333,0,0,22.2222222222,66.6666666667,0.0,11.1111111111,0.0,0.0
7154,2020,4,DOUAI,PARIS NORD,75.2105263158,30,11,5,12.72,3.78596491228,2,21.6166666667,0,0,20.0,80.0,0.0,0.0,0.0,0.0
7156,2020,4,LILLE,PARIS NORD,91.0465116279,84,41,8,12.870833333299998,3.2,2,21.6166666667,0,0,12.5,87.5,0.0,0.0,0.0,0.0
7158,2020,4,PARIS LYON,AVIGNON TGV,160.0,28,19,2,15.825,5.10925925926,1,19.1666666667,0,0,0.0,50.0,0.0,0.0,0.0,50.0
7159,2020,4,AVIGNON TGV,PARIS LYON,164.0,49,21,6,16.1277777778,3.91130952381,2,23.9833333333,0,0,0.0,50.0,0.0,0.0,0.0,50.0
7163,2020,4,PARIS LYON,MULHOUSE VILLE,173.368421053,34,15,10,29.235,16.0526315789,10,29.235,4,0,10.0,40.0,0.0,0.0,0.0,50.0
7167,2020,4,VALENCE ALIXAN TGV,PARIS LYON,133.0,41,19,8,17.116666666700002,7.328030303029999,4,21.4625,0,0,12.5,50.0,0.0,0.0,0.0,37.5
7169,2020,4,LYON PART DIEU,MONTPELLIER,110.0,31,12,1,20.2333333333,0.795614035088,1,20.2333333333,0,0,0.0,0.0,0.0,0.0,0.0,100.0
7177,2020,2,PARIS MONTPARNASSE,ANGERS SAINT LAUD,99.8686131387,416,5,27,29.9660493827,0.781224655312,21,35.8523809524,9,3,29.6296296296,29.6296296296,18.5185185185,18.5185185185,3.7037037037,0.0
7178,2020,2,ANGOULEME,PARIS MONTPARNASSE,126.659259259,272,2,21,30.3325396825,2.96555555556,13,41.5512820513,7,2,23.8095238095,28.5714285714,28.5714285714,14.2857142857,0.0,4.7619047619
7179,2020,2,BORDEAUX ST JEAN,PARIS MONTPARNASSE,145.99868247700002,765,6,78,30.495512820500004,2.75127360562,52,39.627564102600005,24,7,23.3766233766,46.7532467532,14.2857142857,11.6883116883,1.2987012987,2.5974025974
7180,2020,2,PARIS MONTPARNASSE,BREST,222.06224066400003,242,1,19,98.5789473684,8.46058091286,19,98.5789473684,9,7,52.6315789474,15.7894736842,21.0526315789,0.0,10.5263157895,0.0
7181,2020,2,LA ROCHELLE VILLE,PARIS MONTPARNASSE,165.255102041,196,0,9,19.1092592593,2.17542517007,5,24.8233333333,1,0,55.5555555556,11.1111111111,22.2222222222,0.0,0.0,11.1111111111
7182,2020,2,NANTES,PARIS MONTPARNASSE,139.96504854399998,523,8,48,31.5680555556,3.98203883495,37,37.2720720721,19,5,27.6595744681,38.29787234040001,21.2765957447,12.7659574468,0.0,0.0
7183,2020,2,PARIS MONTPARNASSE,QUIMPER,223.252336449,216,2,16,91.3125,7.691588785049999,16,91.3125,11,7,62.5,18.75,6.25,0.0,12.5,0.0
7184,2020,2,QUIMPER,PARIS MONTPARNASSE,230.204545455,224,4,18,49.959259259300005,6.329015151519999,18,49.959259259300005,9,6,50.0,5.555555555560001,27.7777777778,11.1111111111,5.555555555560001,0.0
7185,2020,2,PARIS MONTPARNASSE,TOULOUSE MATABIAU,266.80625,161,1,17,47.0137254902,6.0434375,17,47.0137254902,8,4,47.0588235294,35.29411764709999,11.7647058824,0.0,5.8823529411800015,0.0
7186,2020,2,REIMS,PARIS EST,46.176744186,218,3,33,12.9363636364,3.1515503876,9,23.9907407407,2,0,10.0,40.0,20.0,16.6666666667,10.0,3.33333333333
7187,2020,2,NANTES,STRASBOURG,308.473684211,38,0,8,72.68958333329999,16.8210526316,8,72.68958333329999,5,2,37.5,25.0,37.5,0.0,0.0,0.0
7188,2020,2,DUNKERQUE,PARIS NORD,139.676056338,143,1,14,22.0595238095,4.19448356808,10,26.1316666667,3,0,28.5714285714,42.8571428571,21.4285714286,7.1428571428600005,0.0,0.0
7189,2020,2,MARNE LA VALLEE,MARSEILLE ST CHARLES,213.876712329,219,0,31,36.2048387097,6.846270928459999,31,36.2048387097,10,3,6.451612903230001,54.8387096774,9.67741935484,19.3548387097,9.67741935484,0.0
7190,2020,2,MARSEILLE ST CHARLES,MARNE LA VALLEE,210.730088496,229,3,29,32.3022988506,6.06275811209,29,32.3022988506,5,3,34.482758620700004,3.44827586207,37.9310344828,20.6896551724,3.44827586207,0.0
7191,2020,2,PARIS LYON,BELLEGARDE (AIN),163.32388664,250,3,23,36.0246376812,5.29682860999,19,40.9535087719,10,5,8.69565217391,39.130434782600005,0.0,52.1739130435,0.0,0.0
7192,2020,2,BELLEGARDE (AIN),PARIS LYON,164.867219917,244,3,16,25.5947916667,1.89419087137,8,37.7041666667,4,1,6.25,25.0,25.0,12.5,18.75,12.5
7193,2020,2,DIJON VILLE,PARIS LYON,99.1878306878,385,7,42,39.880952381,4.208465608469999,28,53.7113095238,16,6,28.5714285714,23.8095238095,28.5714285714,14.2857142857,4.7619047619,0.0
7194,2020,2,LE CREUSOT MONTCEAU MONTCHANIN,PARIS LYON,81.2814070352,201,2,32,18.3083333333,1.83668341709,12,33.9541666667,6,0,18.75,34.375,21.875,15.625,0.0,9.375
7195,2020,2,MARSEILLE ST CHARLES,PARIS LYON,200.838636364,441,1,31,34.4720430108,2.9794696969700003,31,34.4720430108,15,3,29.0322580645,38.7096774194,12.903225806499998,16.1290322581,0.0,3.22580645161
7196,2020,2,MONTPELLIER,PARIS LYON,208.588541667,192,0,26,33.8487179487,5.78402777778,26,33.8487179487,12,2,19.2307692308,38.4615384615,11.538461538499998,19.2307692308,7.692307692310001,3.84615384615
7197,2020,2,PERPIGNAN,PARIS LYON,311.456790123,162,0,16,36.7833333333,4.356378600819999,16,36.7833333333,8,2,31.25,31.25,12.5,6.25,6.25,12.5
7198,2020,2,PARIS LYON,VALENCE ALIXAN TGV,135.743243243,296,0,25,27.436666666700003,2.97111486486,16,35.7416666667,8,2,16.0,32.0,4.0,36.0,4.0,8.0
7199,2020,2,GENEVE,PARIS LYON,186.872844828,235,3,10,37.355,2.27277298851,9,40.5425925926,5,2,0.0,30.0,30.0,30.0,0.0,10.0
7200,2020,2,PARIS LYON,ITALIE,431.25,88,0,18,42.1388888889,10.1363636364,18,42.1388888889,11,3,22.2222222222,16.6666666667,50.0,11.1111111111,0.0,0.0
7201,2020,2,PARIS LYON,BARCELONA,333.224137931,58,0,4,52.4125,6.32183908046,4,56.8833333333,4,1,25.0,25.0,0.0,50.0,0.0,0.0
7202,2019,12,BORDEAUX ST JEAN,PARIS MONTPARNASSE,138.129129129,395,62,86,38.4362403101,11.2830830831,63,48.0087301587,29,14,34.523809523800004,51.1904761905,4.7619047619,5.95238095238,2.38095238095,1.19047619048
7203,2019,12,BREST,PARIS MONTPARNASSE,228.821917808,89,16,9,43.172222222200006,7.485616438360001,9,43.172222222200006,4,3,44.4444444444,11.1111111111,11.1111111111,33.333333333300004,0.0,0.0
7204,2019,12,LAVAL,PARIS MONTPARNASSE,86.45370370370001,125,17,34,26.6093137255,8.971141975310001,19,39.9043859649,8,4,32.1428571429,28.5714285714,7.1428571428600005,14.2857142857,7.1428571428600005,10.7142857143
7205,2019,12,NANTES,PARIS MONTPARNASSE,133.74210526299998,230,40,28,34.975,6.51385964912,23,39.8666666667,11,3,22.2222222222,44.4444444444,14.8148148148,14.8148148148,3.7037037037,0.0
7206,2019,12,PARIS MONTPARNASSE,RENNES,99.8149466192,343,62,69,25.8722222222,6.64466192171,37,39.7662162162,16,9,18.75,29.6875,29.6875,18.75,1.5625,1.5625
7207,2019,12,ST PIERRE DES CORPS,PARIS MONTPARNASSE,61.8832116788,168,31,53,21.4150943396,8.986739659369999,22,40.3446969697,8,4,20.4081632653,36.7346938776,26.5306122449,4.08163265306,2.04081632653,10.2040816327
7208,2019,12,PARIS EST,METZ,84.8608695652,137,22,11,12.6015151515,1.28550724638,3,28.8777777778,1,0,40.0,10.0,10.0,20.0,20.0,0.0
7209,2019,12,STRASBOURG,PARIS EST,111.338709677,292,44,42,29.6666666667,6.22990591398,34,33.6784313725,18,4,17.0731707317,14.6341463415,34.1463414634,12.1951219512,14.6341463415,7.31707317073
7210,2019,12,PARIS NORD,DOUAI,67.568627451,70,19,11,51.6863636364,11.7346405229,8,68.85,5,3,36.3636363636,9.09090909091,27.2727272727,18.1818181818,9.09090909091,0.0
7211,2019,12,LILLE,PARIS NORD,63.4748201439,341,63,42,20.2412698413,3.1821942446,21,35.7891666667,6,4,43.5897435897,17.9487179487,12.8205128205,17.9487179487,2.5641025641,5.128205128209999
7212,2019,12,MARSEILLE ST CHARLES,TOURCOING,296.1,11,1,1,17.0,6.0,1,17.0,0,0,0.0,0.0,0.0,100.0,0.0,0.0
7214,2019,12,MARNE LA VALLEE,MARSEILLE ST CHARLES,212.657894737,93,17,7,40.7214285714,5.7346491228100005,7,40.7214285714,2,1,28.5714285714,28.5714285714,0.0,28.5714285714,14.2857142857,0.0
7215,2019,12,AVIGNON TGV,PARIS LYON,167.205240175,250,21,27,26.2061728395,2.81848617176,22,36.1222222222,10,2,57.692307692300005,0.0,19.2307692308,11.538461538499998,3.84615384615,7.692307692310001
7216,2019,12,GRENOBLE,PARIS LYON,181.623188406,78,9,4,15.0208333333,0.711111111111,2,18.1666666667,0,0,0.0,0.0,50.0,25.0,25.0,0.0
7217,2019,12,NICE VILLE,PARIS LYON,359.194029851,76,9,7,48.4071428571,3.77686567164,7,48.4071428571,5,2,66.6666666667,16.6666666667,0.0,16.6666666667,0.0,0.0
7218,2019,12,NIMES,PARIS LYON,179.99305555599997,168,24,26,26.1878205128,4.92997685185,18,32.575,5,2,23.0769230769,26.9230769231,30.7692307692,3.84615384615,11.538461538499998,3.84615384615
7219,2019,12,PARIS LYON,GENEVE,188.44444444400003,82,10,17,34.5470588235,11.1349537037,17,34.5470588235,6,1,58.8235294118,0.0,11.7647058824,17.6470588235,11.7647058824,0.0
7220,2019,12,GENEVE,PARIS LYON,187.565789474,86,10,15,41.62,9.61644736842,15,41.62,10,1,80.0,0.0,6.666666666669999,6.666666666669999,6.666666666669999,0.0
7221,2019,12,MADRID,MARSEILLE ST CHARLES,198.0,4,1,1,15.4166666667,6.466666666669999,1,15.4166666667,0,0,100.0,0.0,0.0,0.0,0.0,0.0
7222,2020,1,PARIS MONTPARNASSE,LA ROCHELLE VILLE,170.919708029,149,12,9,30.0555555556,2.59489051095,9,30.0555555556,3,0,11.1111111111,55.5555555556,0.0,33.333333333300004,0.0,0.0
7223,2020,1,LA ROCHELLE VILLE,PARIS MONTPARNASSE,163.820143885,152,13,17,21.3833333333,4.32182254197,10,27.455,3,0,6.25,50.0,31.25,12.5,0.0,0.0
7224,2020,1,PARIS MONTPARNASSE,RENNES,98.8427184466,558,43,56,22.8491071429,2.5662459546900003,29,35.230459770100005,15,3,16.9811320755,26.4150943396,16.9811320755,30.1886792453,9.43396226415,0.0
7225,2020,1,ST MALO,PARIS MONTPARNASSE,157.151515152,69,3,7,29.8095238095,5.0760101010100005,5,35.9,2,1,0.0,42.8571428571,0.0,42.8571428571,14.2857142857,0.0
7226,2020,1,PARIS MONTPARNASSE,TOULOUSE MATABIAU,266.435185185,116,8,18,73.56111111109999,12.4635802469,18,73.56111111109999,12,6,16.6666666667,66.6666666667,0.0,16.6666666667,0.0,0.0
7227,2020,1,PARIS MONTPARNASSE,TOURS,72.43846153850001,141,11,23,13.8507246377,3.30051282051,7,24.0071428571,1,0,5.0,15.0,65.0,5.0,5.0,5.0
7228,2020,1,PARIS EST,NANCY,96.2556053812,243,20,17,28.4019607843,2.45620328849,11,36.8045454545,5,2,12.5,18.75,31.25,37.5,0.0,0.0
7229,2020,1,PARIS EST,REIMS,46.0177514793,179,10,13,13.6128205128,1.3909270216999998,3,26.15,1,0,15.3846153846,23.0769230769,30.7692307692,0.0,30.7692307692,0.0
7230,2020,1,PARIS EST,STRASBOURG,114.16745283,444,20,15,22.8533333333,0.663600628931,9,29.961111111100003,3,1,6.666666666669999,46.6666666667,6.666666666669999,26.6666666667,13.3333333333,0.0
7231,2020,1,STRASBOURG,PARIS EST,113.767981439,455,24,44,26.0371212121,3.46407579273,30,32.68,11,3,18.6046511628,20.9302325581,39.5348837209,13.9534883721,6.97674418605,0.0
7232,2020,1,PARIS NORD,DOUAI,71.6554621849,126,7,37,15.7707207207,5.35644257703,10,31.5333333333,4,1,5.71428571429,34.2857142857,42.8571428571,5.71428571429,11.4285714286,0.0
7233,2020,1,LILLE,LYON PART DIEU,186.901554404,211,18,40,28.2925,7.975993091539999,30,33.671111111100004,12,3,17.9487179487,38.4615384615,7.692307692310001,20.5128205128,12.8205128205,2.5641025641
7234,2020,1,MARSEILLE ST CHARLES,TOURCOING,294.777777778,28,1,6,38.3333333333,12.1851851852,6,38.3333333333,3,1,16.6666666667,16.6666666667,16.6666666667,16.6666666667,33.333333333300004,0.0
7235,2020,1,BELLEGARDE (AIN),PARIS LYON,164.45,170,10,11,34.2651515152,1.9328125,6,53.2027777778,4,1,45.4545454545,9.09090909091,27.2727272727,9.09090909091,9.09090909091,0.0
7236,2020,1,BESANCON FRANCHE COMTE TGV,PARIS LYON,133.060810811,154,6,17,28.3009803922,2.87308558559,10,39.1266666667,3,2,31.25,12.5,43.75,6.25,0.0,6.25
7237,2020,1,MARSEILLE ST CHARLES,PARIS LYON,201.18622449,405,13,25,38.898,2.26636904762,25,38.898,16,2,36.0,32.0,12.0,8.0,8.0,4.0
7238,2020,1,PARIS LYON,MONTPELLIER,210.156069364,180,7,23,44.0239130435,7.2767822736,23,44.0239130435,10,4,21.7391304348,21.7391304348,4.3478260869600005,47.8260869565,4.3478260869600005,0.0
7239,2020,1,PARIS LYON,NICE VILLE,360.732283465,133,6,12,40.4152777778,4.64291338583,12,40.4152777778,9,2,25.0,16.6666666667,16.6666666667,33.333333333300004,8.333333333330001,0.0
7240,2020,1,NICE VILLE,PARIS LYON,359.937007874,132,5,8,36.6833333333,2.57440944882,8,36.6833333333,5,0,25.0,25.0,37.5,0.0,0.0,12.5
7241,2020,1,PARIS LYON,PERPIGNAN,308.4921875,136,8,20,55.1666666667,7.48971354167,20,55.1666666667,12,5,20.0,15.0,20.0,40.0,5.0,0.0
7242,2020,1,TOULON,PARIS LYON,247.453947368,159,7,10,32.64,2.29254385965,10,32.64,5,0,30.0,20.0,40.0,0.0,0.0,10.0
7243,2020,1,PARIS LYON,VALENCE ALIXAN TGV,135.608333333,254,14,19,25.8052631579,2.18909722222,13,32.0153846154,4,2,5.26315789474,10.5263157895,15.7894736842,57.8947368421,10.5263157895,0.0
7245,2020,1,PARIS EST,FRANCFORT,209.17826087,121,6,13,31.7987179487,7.142173913039999,13,31.7987179487,5,1,10.0,30.0,0.0,40.0,20.0,0.0
7246,2020,1,STUTTGART,PARIS EST,181.088709677,129,5,14,23.4797619048,5.405510752690001,14,40.7011904762,5,3,14.2857142857,7.1428571428600005,50.0,7.1428571428600005,21.4285714286,0.0
